repo_name,repo_link,star_count,domain,build_type,automation_level,environment_specificity,dependency_transparency,tooling_complexity,reproducibility_support
commanded/commanded,https://github.com/commanded/commanded,1985,utilities,mix,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
cambrian-mllm/cambrian,https://github.com/cambrian-mllm/cambrian,1985,machine-learning,pip,semi_automated,custom_hardware_or_drivers,explicit_machine_readable,single_layer_tool,no_ci_manual_only
git-tfs/git-tfs,https://github.com/git-tfs/git-tfs,1985,utilities,dotnet,semi_automated,specific_os,explicit_machine_readable,multi_layer_toolchains,repro_ready
kimjoar/writings,https://github.com/kimjoar/writings,1985,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
satellitecomponent/Neurite,https://github.com/satellitecomponent/Neurite,1985,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
mikenicholson/passport-jwt,https://github.com/mikenicholson/passport-jwt,1984,security,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
ETCExtensions/Edit-This-Cookie,https://github.com/ETCExtensions/Edit-This-Cookie,1985,utilities,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
robertsdionne/neural-network-papers,https://github.com/robertsdionne/neural-network-papers,1984,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
merri-ment/lazy-line-painter,https://github.com/merri-ment/lazy-line-painter,1985,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
liuchengxu/vim-which-key,https://github.com/liuchengxu/vim-which-key,1984,utilities,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
sil-org/ecs-deploy,https://github.com/sil-org/ecs-deploy,1985,devops,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
tdurieux/anonymous_github,https://github.com/tdurieux/anonymous_github,1984,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
bestswifter/MySampleCode,https://github.com/bestswifter/MySampleCode,1985,education,none,manual,specific_os,implicit,multi_layer_toolchains,no_ci_manual_only
danwrong/restler,https://github.com/danwrong/restler,1984,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
antonioribeiro/google2fa,https://github.com/antonioribeiro/google2fa,1984,security,composer,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
fossasia/badgemagic-app,https://github.com/fossasia/badgemagic-app,1984,mobile-development,flutter,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
albertpumarola/GANimation,https://github.com/albertpumarola/GANimation,1984,machine-learning,pip,semi_automated,specific_stack_versions,explicit_machine_readable,single_layer_tool,no_ci_manual_only
RawChat/RawChat,https://github.com/RawChat/RawChat,1984,devops,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
ZiyaoGeng/RecLearn,https://github.com/ZiyaoGeng/RecLearn,1984,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
stevearc/dressing.nvim,https://github.com/stevearc/dressing.nvim,1984,utilities,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
qTip2/qTip2,https://github.com/qTip2/qTip2,1984,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,repro_ready
arnog/mathlive,https://github.com/arnog/mathlive,1984,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
lizrice/containers-from-scratch,https://github.com/lizrice/containers-from-scratch,1984,systems-programming,go-mod,manual,specific_os,implicit,single_layer_tool,no_ci_manual_only
AI-in-Health/MedLLMsPracticalGuide,https://github.com/AI-in-Health/MedLLMsPracticalGuide,1983,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
pubkey/broadcast-channel,https://github.com/pubkey/broadcast-channel,1984,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
svg-sprite/svg-sprite,https://github.com/svg-sprite/svg-sprite,1983,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
rust-lang/chalk,https://github.com/rust-lang/chalk,1983,systems-programming,cargo,fully_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
me-shaon/bangla-programming-resources,https://github.com/me-shaon/bangla-programming-resources,1983,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
GoBelieveIO/im_service,https://github.com/GoBelieveIO/im_service,1984,systems-programming,go-mod,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,no_ci_manual_only
phonegap/phonegap-app-developer,https://github.com/phonegap/phonegap-app-developer,1983,mobile-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
GlowstoneMC/Glowstone,https://github.com/GlowstoneMC/Glowstone,1983,utilities,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
zaach/jsonlint,https://github.com/zaach/jsonlint,1983,utilities,npm,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,no_ci_manual_only
rezaduty/cybersecurity-career-path,https://github.com/rezaduty/cybersecurity-career-path,1982,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
colored-rs/colored,https://github.com/colored-rs/colored,1983,utilities,cargo,fully_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
igdmapps/igdm,https://github.com/igdmapps/igdm,1983,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
will-stone/browserosaurus,https://github.com/will-stone/browserosaurus,1983,utilities,npm,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
JDAI-CV/FaceX-Zoo,https://github.com/JDAI-CV/FaceX-Zoo,1990,machine-learning,pip,semi_automated,custom_hardware_or_drivers,explicit_machine_readable,single_layer_tool,no_ci_manual_only
deepcharles/ruptures,https://github.com/deepcharles/ruptures,1983,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
NanowarOfSteel/HelloWorld,https://github.com/NanowarOfSteel/HelloWorld,1983,education,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
JorgeCastilloPrz/AndroidFillableLoaders,https://github.com/JorgeCastilloPrz/AndroidFillableLoaders,1983,mobile-development,gradle,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
orsanawwad/awesome-roadmaps,https://github.com/orsanawwad/awesome-roadmaps,1982,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
glebkudr/shotgun_code,https://github.com/glebkudr/shotgun_code,1982,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
JasperFx/wolverine,https://github.com/JasperFx/wolverine,1984,utilities,dotnet,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
gocircuit/circuit,https://github.com/gocircuit/circuit,1982,systems-programming,go-mod,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
cicdops/awesome-ciandcd,https://github.com/cicdops/awesome-ciandcd,1982,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
cycloidio/inframap,https://github.com/cycloidio/inframap,1982,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
simsalabim/sisyphus,https://github.com/simsalabim/sisyphus,1982,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,repro_ready
vulhub/java-chains,https://github.com/vulhub/java-chains,1982,security,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
ICT-BDA/EasyML,https://github.com/ICT-BDA/EasyML,1982,machine-learning,maven,semi_automated,cross_platform_generic,explicit_machine_readable,mixed_languages_and_bindings,no_ci_manual_only
WebAV-Tech/WebAV,https://github.com/WebAV-Tech/WebAV,1982,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
IzzelAliz/Arclight,https://github.com/IzzelAliz/Arclight,1982,game-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
Twipped/Kalendae,https://github.com/Twipped/Kalendae,1983,web-development,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
yuezk/GlobalProtect-openconnect,https://github.com/yuezk/GlobalProtect-openconnect,1982,security,cargo,semi_automated,specific_os,explicit_loose,single_layer_tool,repro_ready
r9y9/deepvoice3_pytorch,https://github.com/r9y9/deepvoice3_pytorch,1982,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
afollestad/aesthetic,https://github.com/afollestad/aesthetic,1982,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
inbucket/inbucket,https://github.com/inbucket/inbucket,1982,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
howeyc/fsnotify,https://github.com/howeyc/fsnotify,1982,systems-programming,go-mod,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
ugvf2009/Miles,https://github.com/ugvf2009/Miles,1982,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
youusername/magnetX,https://github.com/youusername/magnetX,1982,mobile-development,cocoapods,semi_automated,specific_os,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
pop-os/cosmic-text,https://github.com/pop-os/cosmic-text,1981,systems-programming,cargo,fully_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
udacity/ud851-Sunshine,https://github.com/udacity/ud851-Sunshine,1981,mobile-development,gradle,manual,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
QianMo/PBR-White-Paper,https://github.com/QianMo/PBR-White-Paper,1983,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
mayfrost/guides,https://github.com/mayfrost/guides,1981,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
Tencent/ObjectDetection-OneStageDet,https://github.com/Tencent/ObjectDetection-OneStageDet,1981,machine-learning,make,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,no_ci_manual_only
nntaoli-project/goex,https://github.com/nntaoli-project/goex,1981,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
demopark/electron-api-demos-Zh_CN,https://github.com/demopark/electron-api-demos-Zh_CN,1981,education,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
PaulRBerg/hardhat-template,https://github.com/PaulRBerg/hardhat-template,1981,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
pentacent/keila,https://github.com/pentacent/keila,1981,web-development,mix,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,1982,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
chrisbenincasa/tunarr,https://github.com/chrisbenincasa/tunarr,1981,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
notifme/notifme-sdk,https://github.com/notifme/notifme-sdk,1981,utilities,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
JideGuru/FlutterSocialAppUIKit,https://github.com/JideGuru/FlutterSocialAppUIKit,1984,mobile-development,pub,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
keeferrourke/la-capitaine-icon-theme,https://github.com/keeferrourke/la-capitaine-icon-theme,1980,utilities,none,semi_automated,specific_os,implicit,single_layer_tool,no_ci_manual_only
haitongli/knowledge-distillation-pytorch,https://github.com/haitongli/knowledge-distillation-pytorch,1981,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
tianshanghong/awesome-anki,https://github.com/tianshanghong/awesome-anki,1980,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
seaswalker/jdk-sourcecode-analysis,https://github.com/seaswalker/jdk-sourcecode-analysis,1981,documentation,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
manfredsteyer/angular-oauth2-oidc,https://github.com/manfredsteyer/angular-oauth2-oidc,1980,security,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
microsoft/sbom-tool,https://github.com/microsoft/sbom-tool,1980,security,dotnet,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
microsoft/just,https://github.com/microsoft/just,1980,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
divan/gotrace,https://github.com/divan/gotrace,1980,education,go-mod,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
